rental_id;car_id;checkin_type;state;delay_at_checkout_in_minutes;previous_ended_rental_id;time_delta_with_previous_rental_in_minutes
524355;385972;mobile;ended;1;548080;660
524378;298356;connect;ended;-126;;
524893;360418;mobile;ended;0;;
525170;374160;mobile;ended;27;;
525214;333460;mobile;canceled;;;
526291;377223;mobile;ended;51;;
526712;305952;mobile;ended;-11;;
526797;295860;mobile;canceled;;;
526927;404791;mobile;ended;44;;
526980;359705;mobile;ended;-30;;
527261;290127;mobile;ended;13;;
527686;350502;connect;ended;-23;;
527974;367632;connect;ended;8;;
528062;376369;mobile;ended;-19;;
528584;376109;mobile;ended;-713;;
529043;193354;mobile;ended;-9;;
529272;284329;mobile;ended;-55;;
529389;398697;mobile;canceled;;;
530246;198687;mobile;ended;-44;;
530435;402882;mobile;canceled;;;
530560;367531;mobile;ended;-4;;
531176;384468;mobile;canceled;;;
531539;383225;mobile;ended;-56;;
531793;393799;mobile;ended;39;;
531989;353375;mobile;ended;9;;
532043;374290;mobile;ended;101;;
532146;350688;connect;canceled;;;
532574;405481;mobile;ended;-11;;
532597;377209;mobile;canceled;;;
532690;406408;mobile;ended;-60;;
532737;402655;mobile;ended;-106;;
532860;355509;mobile;ended;1069;;
533203;356607;mobile;canceled;;;
533627;197874;mobile;ended;123;;
533816;397363;mobile;ended;;;
534067;345701;mobile;ended;217;;
534073;241021;connect;ended;283;;
534264;371451;mobile;ended;-25;;
534332;401077;mobile;ended;44;;
534543;276197;mobile;ended;-24;;
534567;326040;mobile;ended;277;;
534761;159536;mobile;ended;1303;;
534781;408406;mobile;ended;-11;;
535059;391287;mobile;ended;1318;;
535067;234356;mobile;ended;;;
535093;408546;mobile;ended;6;;
535109;333797;mobile;canceled;;;
535345;403430;mobile;ended;-13;;
535346;385453;mobile;ended;;;
535362;300005;mobile;ended;35;;
535374;199243;mobile;ended;296;;
535431;378847;mobile;ended;65;;
535469;356481;mobile;canceled;;;
535490;341484;mobile;ended;-20;;
535592;364783;mobile;ended;;;
535721;320907;mobile;ended;-653;;
535767;332254;mobile;canceled;;;
535796;406475;mobile;ended;-26;;
535860;398816;mobile;ended;79;;
535962;342053;mobile;ended;81;;
536038;390702;connect;ended;37;554652;660
536246;325139;mobile;ended;-86;;
536298;291856;connect;ended;-318;;
536371;245767;mobile;ended;-367;;
536401;374989;mobile;ended;105;;
536421;352966;mobile;canceled;;;
536509;281116;mobile;ended;-79;529888;180
536668;388493;mobile;canceled;;;
536701;332588;connect;ended;-58;;
536798;394781;mobile;ended;-38;;
536858;384657;connect;canceled;;;
536871;406563;mobile;ended;437;;
536943;407296;mobile;ended;-655;;
537133;340868;connect;ended;24;532994;60
537201;282952;mobile;ended;22;;
537214;404648;mobile;ended;82;;
537231;375621;connect;ended;-14;;
537257;364236;mobile;ended;-61;;
566971;190171;mobile;ended;1631;;
567017;266328;mobile;ended;127;;
567042;413143;mobile;ended;99;;
567076;397057;mobile;ended;;;
567095;319186;mobile;canceled;;;
567303;356630;mobile;ended;69;561882;180
567308;391732;mobile;ended;17;;
567357;302972;mobile;ended;91;;
567508;380337;mobile;ended;59;;
567530;298757;connect;ended;55;;
567538;398709;mobile;ended;13;;
567665;406910;mobile;ended;2977;;
567724;220925;mobile;ended;21;;
567846;405646;mobile;ended;72;;
567954;380662;mobile;ended;77;;
567977;274554;mobile;ended;16;;
567995;280968;mobile;ended;301;;
568052;371742;mobile;ended;247;;
568139;317982;mobile;ended;1;;
568361;324821;connect;ended;-8;564684;90
568785;400899;mobile;ended;-70;;
568824;412028;mobile;ended;-1;;
568926;357530;connect;ended;-22;;
569189;410767;mobile;ended;287;;
569232;373802;mobile;canceled;;;
569275;403787;mobile;ended;-2;;
569294;413442;mobile;canceled;;;
569299;310636;connect;ended;33;;
569309;404389;mobile;ended;240;;
569465;376109;mobile;ended;87;;
569555;365017;mobile;ended;31;;
569642;399524;connect;ended;-118;;
569941;336349;connect;ended;-25;;
570367;338647;mobile;ended;74;;
570492;390002;mobile;ended;117;;
570515;291235;mobile;ended;-55;;
570542;369881;connect;ended;243;;
570958;396009;connect;ended;4;;
571388;340149;mobile;ended;4;;
571569;393083;mobile;ended;51;;
571722;381787;connect;ended;-43;;
572354;389966;mobile;ended;39;;
572356;416870;mobile;canceled;;;
572403;390467;connect;ended;;573546;360
572541;295783;connect;ended;46;;
572581;416526;mobile;ended;38;;
572689;400184;mobile;ended;;;
572695;409065;mobile;ended;;;
572759;406700;mobile;ended;10;;
573075;409423;mobile;ended;-9;;
573437;349171;connect;ended;;;
573593;391434;mobile;canceled;;;
573647;413744;mobile;ended;-183;;
573744;390519;mobile;ended;;;
574001;414719;mobile;ended;856;;
574720;332588;connect;canceled;;;
574912;401021;mobile;ended;250;;
575134;255798;mobile;ended;;;
575223;268771;mobile;ended;;;
576292;181625;connect;ended;9;573698;90
505056;177235;mobile;ended;;;
507118;309130;mobile;ended;33;;
507267;290484;mobile;canceled;;;
508605;357007;mobile;ended;-43;;
508670;307201;mobile;ended;-75;;
508996;366682;mobile;ended;;;
509059;371031;mobile;canceled;;;
510085;364546;mobile;canceled;;;
511112;381708;connect;ended;29;;
511146;262144;mobile;ended;-7;;
512171;395608;mobile;ended;5;535039;180
515060;364199;mobile;ended;452;;
515518;382412;mobile;canceled;;;
516420;351278;mobile;canceled;;;
516667;380833;mobile;canceled;;538592;30
517317;387403;mobile;canceled;;;
517486;389817;mobile;ended;;;
518356;403486;mobile;ended;13;;
518466;380332;mobile;ended;112;;
519335;398252;mobile;ended;55;;
520707;244920;mobile;ended;-152;;
520918;354037;mobile;canceled;;;
521088;370190;mobile;ended;-72;;
521417;380843;mobile;canceled;;;
522816;204444;mobile;ended;25;;
523270;363419;mobile;ended;-46;;
523769;304571;mobile;ended;-85;;
524246;380347;mobile;ended;-12;;
524904;400171;mobile;ended;-22;;
525635;403722;mobile;ended;;;
526780;393584;mobile;ended;-6;;
526948;214635;connect;ended;29;522667;180
527208;400206;mobile;ended;54;;
527273;364996;mobile;ended;-178;;
527281;186958;mobile;canceled;;;
527925;401281;connect;ended;-96;535185;60
528488;371672;mobile;ended;-313;;
528643;304392;connect;ended;13;;
528743;361748;mobile;ended;15;;
529011;394308;mobile;ended;23;;
529313;279440;mobile;ended;45;;
529434;397217;mobile;ended;-176;;
529461;390056;mobile;ended;2337;;
529484;361198;mobile;ended;33;;
529887;307439;mobile;ended;12;;
529909;384725;mobile;canceled;;;
530190;359828;mobile;ended;-10;;
530554;305922;mobile;ended;-35;;
531102;385003;connect;ended;-552;;
537308;319328;mobile;ended;28;;
537337;170987;mobile;ended;57;;
537424;314657;mobile;ended;-193;;
537488;349280;mobile;ended;-173;;
537517;294841;mobile;ended;27;;
537562;294326;mobile;ended;;;
537573;357005;mobile;ended;94;;
537802;402845;mobile;canceled;;;
537947;185218;mobile;ended;36;;
538002;347538;mobile;ended;-16;;
538042;374684;mobile;ended;121;;
538052;293785;mobile;ended;105;;
538149;176252;mobile;ended;-184;;
538270;394555;connect;ended;-43;;
538275;281955;mobile;ended;-28;;
538395;369648;connect;ended;112;;
538405;209492;mobile;canceled;;;
538415;406075;mobile;ended;29;;
538498;405257;mobile;ended;15;;
538512;360299;connect;ended;-46;;
538529;350149;mobile;ended;86;;
538640;399528;connect;ended;-1;;
538657;404146;mobile;ended;-36;538335;720
538663;408937;mobile;ended;-25;;
538820;261263;mobile;ended;-35;533521;180
539010;360981;mobile;canceled;;;
539022;183514;mobile;ended;4;;
539171;372878;mobile;ended;-8;543033;60
539175;382202;mobile;ended;70;;
539229;354267;connect;ended;244;;
539302;317613;mobile;canceled;;;
539317;305816;connect;ended;-159;;
539416;356630;mobile;ended;-12;;
539436;293785;mobile;ended;-11;;
539470;391640;mobile;ended;6;;
539477;393442;mobile;ended;-56;;
539541;408078;mobile;ended;-18;;
539697;298323;mobile;ended;-317;;
539798;337219;connect;ended;-22;;
539866;348526;connect;ended;-137;;
539900;380833;mobile;ended;-4;;
539901;336975;mobile;ended;-236;;
539958;409690;mobile;ended;299;;
540051;228695;mobile;ended;-78;;
540166;227119;connect;ended;-459;;
540221;351467;mobile;ended;8;;
540241;398105;mobile;ended;53;;
540287;373050;mobile;ended;;;
540390;409539;mobile;ended;;;
540403;338940;mobile;ended;-196;;
540619;379462;mobile;ended;8;;
540705;378522;mobile;canceled;;;
540741;289720;connect;ended;4;;
540751;409113;mobile;ended;204;;
540791;164713;mobile;ended;-27;;
540797;397599;mobile;ended;12;;
540804;385178;connect;ended;34;;
540837;178464;mobile;canceled;;;
540873;391968;mobile;ended;-8;;
540900;355900;connect;canceled;;;
541151;312727;mobile;ended;113;;
541178;392635;mobile;ended;86;523175;0
541315;367210;mobile;ended;;;
541353;330318;mobile;ended;0;;
541378;238730;mobile;ended;-286;;
541383;336650;connect;ended;;;
541533;344254;connect;ended;-150;;
541559;174904;mobile;ended;130;;
541735;351829;mobile;ended;27;;
541802;391223;mobile;ended;759;;
541875;409734;mobile;ended;71;;
542036;270523;mobile;ended;39;;
542089;320481;mobile;ended;75;;
542137;381092;mobile;ended;;;
542165;394945;mobile;ended;-4;;
542245;383255;mobile;ended;451;539006;240
542257;408577;mobile;ended;-118;;
542325;393442;mobile;ended;71;;
542351;182354;mobile;ended;33;;
542392;379751;connect;ended;-33;541396;0
542410;409598;mobile;ended;;;
542421;345626;mobile;canceled;;;
542429;331339;connect;ended;-6;;
542484;376876;mobile;ended;80;;
542513;301301;connect;canceled;;;
542562;405707;mobile;ended;;;
542643;398023;mobile;canceled;;;
542646;403777;mobile;ended;2;;
542803;410354;mobile;ended;770;;
542988;312389;mobile;ended;29;;
543074;265546;mobile;ended;-30;;
543190;369938;connect;ended;-567;;
543422;376311;connect;ended;9;;
543515;344101;mobile;ended;95;;
543595;312078;connect;ended;-246;;
543613;383674;connect;ended;104;;
543696;347208;connect;ended;-141;538244;510
543704;401470;mobile;canceled;;;
543735;409569;mobile;ended;5;;
543742;356762;mobile;ended;-4;;
543791;391153;mobile;ended;310;544230;720
543816;292298;mobile;ended;-15;;
543824;383625;connect;ended;-1404;;
543943;375882;connect;ended;10;;
544030;404771;mobile;ended;72;543848;120
544032;374081;connect;ended;147;;
544034;278817;mobile;canceled;;;
544095;190291;connect;canceled;;;
544150;264558;mobile;canceled;;;
544272;331659;mobile;ended;;;
544295;381869;mobile;ended;8487;;
544356;406575;mobile;ended;28;;
544398;379538;mobile;ended;;;
544580;384657;connect;ended;-97;;
544804;311707;connect;canceled;;;
544831;391163;mobile;ended;-87;;
544902;387939;connect;ended;32;545532;510
544910;266834;mobile;ended;-52;;
544951;210616;mobile;ended;536;;
545006;261263;mobile;ended;-84;;
545086;317639;mobile;ended;53;;
545259;389043;mobile;canceled;;;
545330;296815;connect;ended;-37;;
545485;409227;mobile;ended;51;;
545563;408597;mobile;ended;-35;;
545637;245884;mobile;ended;-49;;
545672;305876;mobile;ended;29;;
545691;409028;mobile;canceled;;;
545700;275007;mobile;ended;28;;
545762;347416;mobile;ended;-74;;
545784;404020;mobile;ended;-11;543175;30
545795;408680;mobile;ended;53;;
545803;296633;mobile;canceled;;;
545962;219981;mobile;ended;6;;
545978;201156;mobile;ended;27;;
546069;377924;mobile;ended;-76;;
546114;281702;mobile;ended;-54;;
546245;236059;mobile;ended;305;;
546312;396676;mobile;ended;96;;
546397;374881;mobile;ended;-2;;
546464;389785;connect;ended;-1;550903;690
546487;372483;mobile;ended;37;;
546511;402562;connect;ended;14;;
546528;371841;mobile;ended;112;;
546557;311923;connect;ended;-470;539744;240
546562;328135;connect;ended;-43;;
546634;393373;mobile;ended;-9;;
546639;267021;mobile;ended;-60;;
546643;334935;mobile;canceled;;;
546764;355402;mobile;canceled;;;
546785;370490;mobile;ended;-29;;
546894;359049;connect;ended;2;;
546968;277742;mobile;canceled;;;
546972;356762;mobile;ended;35;;
547047;337047;mobile;ended;-53;544443;30
547058;373893;connect;ended;-137;;
547077;380413;mobile;ended;205;;
547209;365448;mobile;ended;;;
547373;410110;mobile;ended;-96;;
547589;373367;mobile;ended;-3;545463;60
547596;380002;mobile;ended;123;;
547686;362816;mobile;ended;-51;;
547737;380337;mobile;ended;18;;
547745;365518;mobile;ended;1544;;
547755;411521;mobile;ended;62;;
547804;392479;mobile;ended;-958;;
547888;343384;mobile;ended;2;;
547898;326832;mobile;ended;411;;
547967;337437;connect;ended;-108;;
547981;372924;mobile;ended;36;550415;210
548029;323762;mobile;ended;40;;
548262;411427;mobile;ended;761;;
548310;191352;mobile;ended;-18;;
548313;255576;connect;ended;111;;
548417;272590;connect;ended;0;;
548461;398172;mobile;ended;106;;
548466;383255;mobile;ended;-129;;
548553;339149;connect;ended;;;
548837;308192;mobile;ended;229;;
548868;356434;mobile;ended;-4;551652;0
548935;398105;mobile;ended;5;;
548979;400070;mobile;ended;;;
549016;197198;mobile;ended;59;;
549092;408418;mobile;ended;75;;
549181;409737;mobile;ended;-42;;
549202;394521;mobile;ended;113;;
549218;359884;mobile;ended;-46;;
549359;366002;mobile;ended;43;;
549402;361887;mobile;ended;6;;
549430;366071;mobile;ended;-3;551575;180
549520;299063;connect;ended;6;;
549605;275969;mobile;ended;33;;
549647;369542;connect;ended;53;563235;480
549659;367608;connect;ended;-72;548833;120
549710;167938;mobile;ended;-38;;
549848;352346;mobile;ended;-51;;
549885;410881;mobile;ended;83;;
549937;314845;mobile;canceled;;;
549974;361530;connect;ended;-248;;
549988;337380;mobile;ended;94;;
550056;412009;mobile;ended;79;;
550152;394058;mobile;ended;-802;;
550223;377702;mobile;canceled;;;
550363;307227;mobile;canceled;;;
550390;408566;mobile;canceled;;;
550581;405841;mobile;ended;-91;;
550605;386802;mobile;ended;-25;;
550664;327336;mobile;canceled;;546653;420
550762;412515;mobile;ended;42;;
550816;254177;mobile;ended;-85;;
550827;406902;mobile;ended;84;;
550868;244266;mobile;ended;81;;
550882;381499;connect;ended;41;;
550910;399983;mobile;ended;245;;
551100;193151;connect;ended;19;;
551142;368067;mobile;canceled;;;
551184;411207;mobile;ended;116;;
551308;342067;mobile;ended;42;545062;0
551401;265239;connect;ended;-2938;;
551480;379465;mobile;ended;-35;;
551653;374877;mobile;ended;11;;
551682;224375;mobile;ended;68;;
551794;350705;mobile;ended;-22;;
551831;234676;mobile;ended;146;;
551853;354493;mobile;ended;0;;
551909;341241;mobile;ended;440;;
552027;195977;connect;ended;-73;;
552074;412682;mobile;ended;71;564237;240
552166;300505;connect;canceled;;;
552218;408319;mobile;ended;-6;;
552258;380806;mobile;ended;21;;
552305;342699;connect;ended;-66;;
552366;374657;mobile;ended;;;
552501;395790;mobile;ended;13;;
552558;390976;connect;ended;-53;;
552626;402562;connect;canceled;;;
552710;377700;mobile;ended;5;;
552794;310383;mobile;ended;38;;
552821;351549;connect;ended;65;;
552826;300505;connect;ended;13;;
552971;412021;mobile;ended;-38;;
553045;407524;mobile;ended;106;554266;480
553178;374614;mobile;ended;-2;;
553316;334118;mobile;ended;-11;;
553317;201142;mobile;ended;749;;
553418;340594;connect;ended;50;;
553555;349577;mobile;ended;-97;;
553579;405741;mobile;ended;-65;;
553597;390509;connect;ended;-838;;
553617;307364;mobile;ended;-58;;
553621;380364;mobile;ended;-28;;
553625;196257;mobile;ended;281;;
553701;405247;mobile;ended;-27;;
553982;405611;mobile;ended;45;;
554107;370795;mobile;ended;165;;
554239;301301;connect;canceled;;;
554248;195467;mobile;ended;;;
554489;392041;mobile;ended;28;;
554560;395489;mobile;ended;;;
554613;243595;mobile;ended;62;;
554624;406784;mobile;ended;-85;;
554785;378342;mobile;ended;-23;;
554800;384657;connect;ended;-672;;
554929;245636;mobile;ended;-88;;
555049;308436;mobile;canceled;;;
555050;364055;connect;ended;14;;
555291;369447;connect;ended;35;;
555316;307845;mobile;ended;6;;
555318;350149;mobile;ended;29;;
555341;297962;connect;ended;-24;;
555345;319879;mobile;ended;63;;
555374;264462;mobile;ended;26;;
555721;241590;mobile;ended;-29;;
555798;388540;mobile;ended;-33;552353;30
555854;404486;mobile;ended;768;;
555960;401911;mobile;ended;322;;
556092;390318;mobile;ended;122;;
556126;396250;mobile;canceled;;548864;510
556197;410958;mobile;ended;-444;;
556291;310458;mobile;ended;74;;
556433;372647;mobile;ended;113;;
556575;412093;mobile;ended;202;;
556584;404435;mobile;ended;;;
556726;404424;mobile;ended;113;;
556734;399033;mobile;ended;113;;
556867;337198;mobile;ended;25;;
556929;266261;mobile;ended;312;;
556934;315427;mobile;ended;-21;;
556984;402767;mobile;ended;38;;
557021;368436;mobile;ended;-214;;
557136;362199;connect;canceled;;;
557210;406124;connect;ended;-10;;
557338;409718;mobile;ended;2;;
557348;408506;mobile;ended;-326;;
557496;408406;mobile;ended;120;;
557620;363095;mobile;ended;-19;;
557697;405856;mobile;canceled;;;
557724;377806;mobile;ended;-74;;
557726;356551;connect;ended;719;;
557751;276125;mobile;ended;80;;
557891;330856;mobile;canceled;;;
557997;390894;mobile;ended;;;
558042;284054;mobile;ended;-85;;
558101;227749;mobile;ended;705;;
558155;403716;mobile;ended;;;
558261;413075;mobile;ended;;;
558339;399979;mobile;ended;115;;
558372;163638;mobile;ended;-38;;
558379;350769;mobile;ended;-73;537483;540
558482;293800;mobile;ended;-62;;
558490;403749;mobile;ended;-59;554954;60
558493;167938;mobile;ended;31;;
558495;312572;mobile;ended;73;;
558635;371162;connect;ended;-13;;
558721;387753;connect;ended;-8;;
558829;389463;mobile;ended;-181;;
559092;388568;mobile;ended;-11;;
559148;194356;mobile;ended;617;;
559154;399618;mobile;ended;385;;
559174;270842;mobile;ended;-55;;
559179;402782;connect;canceled;;;
559203;406609;mobile;ended;43;;
559326;412623;mobile;ended;46;557439;180
559464;321234;mobile;ended;62;;
559544;369288;mobile;ended;1;;
559562;376365;mobile;ended;-45;;
559570;324406;mobile;ended;-146;;
559582;395590;mobile;ended;;;
559591;388252;mobile;ended;-59;;
566150;375474;mobile;ended;-48;;
566161;414009;mobile;ended;;;
566288;242437;mobile;ended;1277;;
566394;404299;mobile;ended;;;
566415;375126;connect;canceled;;;
566445;377920;mobile;ended;10;;
566614;411181;mobile;ended;34;;
566639;300528;connect;ended;-33;;
566744;404219;mobile;ended;93;;
566786;391610;mobile;canceled;;;
567002;279334;mobile;ended;2;;
567015;410695;mobile;ended;-35;;
567192;341180;mobile;ended;9;;
567239;330600;mobile;ended;-84;;
567399;406802;mobile;ended;;;
567410;322454;mobile;ended;48;;
567537;357530;connect;ended;435;;
567561;392883;mobile;ended;7;;
567602;368382;mobile;ended;41;;
567612;415686;mobile;ended;8;;
567645;274943;mobile;ended;156;;
567747;406029;mobile;ended;198;;
567850;187183;mobile;ended;136;;
567886;346486;mobile;ended;7;;
567935;375166;mobile;canceled;;;
568175;415726;mobile;ended;34;567093;180
568298;342699;connect;ended;7;;
568348;383177;mobile;ended;-126;;
568573;342699;connect;ended;11;568298;60
568646;391802;mobile;canceled;;;
568709;318728;connect;ended;151;;
568994;369702;mobile;ended;-1;;
569050;363431;mobile;ended;-119;;
569245;377144;mobile;ended;-130;;
569347;341881;connect;canceled;;;
569495;408271;mobile;ended;-55;;
569578;387175;mobile;ended;92;;
569633;393749;mobile;ended;66;;
569699;379972;mobile;ended;93;;
569773;409141;mobile;ended;-60;;
569924;407937;mobile;ended;8;;
569992;300129;mobile;ended;10;;
570294;415579;mobile;canceled;;;
570745;392891;mobile;canceled;;;
570859;280431;mobile;ended;529;;
570893;403349;mobile;ended;53;;
571069;412480;mobile;ended;5768;;
571109;413080;mobile;ended;188;;
571212;242375;mobile;ended;;;
571327;384484;mobile;ended;0;;
571371;390927;connect;canceled;;;
571744;376901;connect;canceled;;;
571837;285452;connect;ended;0;;
571855;349171;connect;canceled;;;
571882;342699;connect;ended;-352;;
571892;339138;connect;ended;20;571215;90
572179;341105;mobile;ended;-4;;
572373;203773;connect;ended;459;;
572420;410902;mobile;ended;0;;
572488;416325;mobile;ended;-121;;
572624;406027;connect;ended;76;;
572785;307695;mobile;ended;;;
572957;357980;mobile;ended;63;;
573065;407084;mobile;ended;-105;569017;360
573490;331207;mobile;ended;153;;
573881;373381;mobile;ended;-74;;
573923;401870;connect;ended;-69;;
574211;389451;mobile;ended;-31;;
574860;409711;mobile;ended;-184;;
575402;340616;connect;ended;-16;;
563574;413859;mobile;ended;-15;;
563581;409514;mobile;ended;4;;
563754;380455;mobile;ended;;;
563821;409274;mobile;ended;-8;;
563907;388568;mobile;ended;16;;
563921;406475;mobile;ended;-8;;
563984;188819;mobile;ended;5;;
563987;390927;connect;ended;-65;;
564168;382444;mobile;ended;-86;553599;90
564187;179244;mobile;ended;61;;
564225;280936;mobile;ended;22;;
564235;407289;mobile;ended;;;
564296;393172;connect;ended;4;;
564345;403621;mobile;ended;-351;;
564363;333107;mobile;ended;1169;;
564433;283653;mobile;ended;214;;
564447;343422;mobile;ended;;;
564520;319225;connect;ended;23;;
564574;375421;connect;ended;34;515659;330
564692;371282;mobile;ended;20;;
564826;346402;mobile;ended;15;;
564827;321680;mobile;ended;-68;;
564873;408925;mobile;ended;-209;;
564883;369870;mobile;ended;-8;;
564887;278702;mobile;ended;191;;
564945;225617;mobile;ended;;;
564968;401664;mobile;canceled;;;
565040;382970;mobile;ended;0;;
565132;406514;mobile;ended;;;
565262;333753;mobile;ended;163;564522;240
565381;378003;connect;canceled;;;
565404;291856;connect;ended;14;;
565482;415126;mobile;canceled;;;
565498;404337;mobile;ended;-80;;
565650;344272;mobile;ended;14;;
565663;405938;mobile;ended;-1484;;
565860;205325;mobile;ended;12;;
565930;361797;mobile;ended;0;;
566082;402339;mobile;ended;-16;;
532010;380768;mobile;ended;5;;
532119;389216;mobile;canceled;;;
532208;317652;connect;ended;104;;
532389;382400;mobile;ended;35;;
532451;388685;mobile;ended;97;;
532705;399528;connect;ended;14;;
532773;393930;mobile;canceled;;;
532861;340557;mobile;ended;-61;;
532874;375553;mobile;ended;8;;
532898;293910;mobile;ended;159;;
562952;342749;mobile;ended;964;;
563029;363936;mobile;ended;-154;;
563038;225486;connect;ended;-20;;
563302;212178;connect;ended;54;;
563358;414410;mobile;ended;15;;
563628;393044;connect;canceled;;;
563722;294059;mobile;ended;141;;
563785;410704;mobile;canceled;;;
563791;345865;connect;ended;-77;;
563870;356630;mobile;ended;-731;;
563948;363702;mobile;ended;;;
563961;294739;mobile;canceled;;;
563965;332582;connect;ended;-13;;
563995;364783;mobile;ended;;;
564143;374741;connect;ended;-122;;
564144;351546;connect;ended;210;;
564255;402528;connect;ended;-74;;
564484;195888;mobile;ended;-347;;
564659;275873;mobile;canceled;;;
564749;339607;mobile;ended;;;
564824;313952;mobile;ended;-154;;
564907;384407;mobile;ended;33;;
564938;405733;mobile;ended;153;;
564942;336171;mobile;ended;-699;;
565183;315847;mobile;ended;107;;
565202;344455;mobile;ended;14;;
565247;406625;connect;ended;0;561277;0
565328;189835;connect;ended;-73;;
565483;319886;connect;ended;-115;;
565511;381481;mobile;ended;;;
565557;388222;mobile;ended;-10;;
565658;406625;connect;ended;-11;;
565672;216148;connect;ended;-111;553717;150
565717;353679;mobile;canceled;;;
565728;374486;mobile;ended;50;569229;360
565798;395850;mobile;ended;19;;
565815;298466;mobile;ended;-40;567964;150
565819;405288;mobile;ended;-16;;
565844;273468;mobile;ended;-28;;
565967;351549;connect;ended;12;;
565991;407389;mobile;ended;-70;567843;150
566033;412676;mobile;ended;100;;
566098;289496;connect;ended;17;;
566153;405420;mobile;ended;26;;
566165;399967;mobile;ended;60;;
566226;407576;mobile;ended;60;;
566315;400184;mobile;ended;;;
566349;384657;connect;ended;199;561722;690
566351;413881;mobile;ended;50;;
566357;378409;mobile;ended;61;;
566384;396643;mobile;ended;760;;
566513;387500;mobile;canceled;;;
566532;387976;mobile;ended;835;;
566652;283759;mobile;ended;-37;;
566705;415533;mobile;ended;-17;;
566728;228522;mobile;ended;-123;;
566785;412816;mobile;ended;;;
566952;364859;mobile;ended;36;;
566978;402199;mobile;canceled;;;
567008;379316;mobile;ended;6;;
567086;386325;mobile;ended;-181;566591;720
567140;402308;mobile;ended;687;561807;0
567177;225795;connect;ended;-422;;
567254;346181;mobile;ended;-235;;
567291;297851;mobile;ended;-18;;
567333;403695;mobile;ended;-49;;
567366;412754;mobile;ended;20;;
567528;170987;mobile;canceled;;;
567681;300691;mobile;ended;-30;;
567719;273214;mobile;ended;;;
567806;216701;mobile;canceled;;567644;690
567829;320912;mobile;ended;;;
567842;413846;mobile;ended;4;;
567857;248034;mobile;ended;-68;;
568010;400150;mobile;ended;7;;
568070;404953;mobile;ended;78;;
568126;396712;mobile;ended;1;;
568156;297829;mobile;ended;35;;
568251;404629;mobile;ended;789;565555;60
568307;374698;mobile;ended;-102;;
568394;392548;mobile;ended;36;;
568565;379446;mobile;canceled;;;
568611;393126;mobile;ended;;;
568659;317378;connect;canceled;;566412;600
568712;300377;mobile;ended;1760;;
568825;187740;mobile;ended;-37;;
568891;222934;mobile;ended;114;;
568974;366866;mobile;ended;-4;;
569036;403667;mobile;ended;11;;
569150;173202;mobile;ended;85;;
569293;364670;mobile;canceled;;568767;0
569478;255821;mobile;ended;82;;
569602;402661;mobile;ended;;;
569686;377219;connect;ended;31;;
569739;383110;connect;canceled;;;
570160;291314;mobile;canceled;;;
570447;396289;mobile;ended;26;561080;180
570490;326064;mobile;ended;;;
570403;382714;mobile;canceled;;;
570466;306935;mobile;ended;-52;;
570584;408498;mobile;ended;-168;;
570919;374007;mobile;ended;105;;
571055;408267;mobile;ended;-19;;
571175;368724;mobile;ended;85;;
571182;410596;mobile;ended;-45;;
571422;308073;connect;ended;-176;;
571682;364859;mobile;ended;;;
571747;302561;connect;ended;215;;
571937;374676;mobile;ended;567;;
571951;416935;mobile;canceled;;;
572279;311943;mobile;ended;;571616;690
572346;378732;mobile;ended;7139;;
572387;377949;mobile;ended;97;;
572560;313952;mobile;ended;-17;;
572637;373865;mobile;ended;;;
572714;298466;mobile;ended;218;565815;30
572726;389521;mobile;ended;;;
572809;164960;connect;ended;79;;
573591;316250;mobile;ended;146;;
573652;409499;mobile;ended;4;;
573702;406967;connect;ended;-27;;
573768;337198;mobile;ended;;;
574151;241021;connect;ended;3;572285;720
574445;414991;mobile;ended;225;;
574560;385628;connect;ended;3;;
574590;388111;mobile;ended;137;;
574638;414681;mobile;ended;7;572181;180
574987;336973;mobile;ended;-64;;
534946;408267;mobile;ended;1;;
535079;405938;mobile;ended;38;;
535100;171503;mobile;ended;-2;;
535101;404104;mobile;ended;-1221;;
535136;396767;mobile;ended;18;;
535230;212083;mobile;ended;-7;;
535476;394033;mobile;ended;23;;
535764;374626;mobile;ended;3;;
535831;358225;mobile;ended;-40;;
535939;386259;connect;ended;-151;538439;720
536000;378665;mobile;canceled;;;
536039;279574;mobile;canceled;;;
536220;321582;mobile;ended;-10;;
536318;299063;connect;ended;-30;;
536344;338864;mobile;ended;9;;
536405;381130;mobile;ended;4;;
536479;293523;mobile;ended;-98;;
536541;380700;connect;ended;34;;
536555;336902;mobile;ended;117;;
536579;399431;mobile;ended;64;;
536737;210110;mobile;ended;-2;;
536811;402803;mobile;ended;53;;
536974;363542;mobile;ended;-5;;
536988;329944;mobile;ended;122;;
536991;318042;mobile;ended;8;;
537023;338935;mobile;ended;78;;
537063;306601;mobile;ended;44;557027;420
537161;376760;connect;ended;-52;539557;90
537343;406161;mobile;ended;51;;
537456;385303;connect;ended;-79;;
537496;342154;connect;ended;47;;
537544;340579;connect;ended;69;;
537623;343149;mobile;ended;-143;;
537663;264517;mobile;ended;-18;;
537713;194384;connect;ended;5;;
537746;341441;mobile;ended;38;;
537755;409436;mobile;ended;;;
537760;404219;mobile;ended;-1;;
537804;313952;mobile;ended;-168;;
537834;332516;mobile;ended;1777;;
