rental_id;car_id;checkin_type;state;delay_at_checkout_in_minutes;previous_ended_rental_id;time_delta_with_previous_rental_in_minutes
545251;351597;connect;ended;-107;;
545280;296815;connect;canceled;;;
545327;343384;mobile;ended;-104;;
545345;310219;connect;ended;-55;;
545347;345260;mobile;ended;2;;
545355;385629;connect;ended;109;;
545413;310490;mobile;ended;78;;
545455;215599;mobile;ended;45;;
545508;308435;mobile;ended;28;;
545516;380645;mobile;ended;0;;
545582;382060;mobile;ended;6606;544670;660
545642;359070;mobile;ended;-88;;
545699;281955;mobile;ended;-156;;
545711;279844;mobile;canceled;;;
545809;387069;mobile;ended;5;;
545854;406104;mobile;ended;24;;
545913;409288;mobile;ended;;;
546067;367535;mobile;ended;33;;
546108;387753;connect;ended;-12;;
546118;334960;mobile;canceled;;;
546326;410832;mobile;canceled;;;
546465;406104;mobile;ended;42;;
546592;296967;connect;canceled;;545025;240
546610;275873;mobile;ended;;;
546618;370907;mobile;ended;82;;
546675;363624;mobile;ended;-7;;
546732;241818;mobile;ended;37;;
546942;364882;connect;ended;9;;
547031;358846;mobile;ended;-6;;
547148;294149;mobile;ended;-6;;
547316;350456;mobile;ended;16;;
547396;192603;mobile;ended;85;;
547423;368354;mobile;ended;53;;
547504;270141;mobile;ended;38;;
547511;392327;mobile;ended;-376;;
547663;341861;connect;ended;1;;
536250;370265;mobile;canceled;;;
536491;375892;connect;ended;-236;;
536607;380455;mobile;ended;;;
536735;401413;mobile;ended;285;;
536984;388685;mobile;ended;-120;;
537010;399590;mobile;ended;;;
537019;334554;mobile;ended;356;;
537104;277805;mobile;ended;43;;
537150;405291;mobile;ended;154;;
537302;380813;mobile;ended;-34;543359;660
537304;402078;mobile;ended;-5;;
537321;382680;mobile;canceled;;;
537401;408927;mobile;ended;4;546980;60
537431;258314;mobile;ended;1159;;
537451;383221;mobile;ended;-92;;
537476;396164;mobile;ended;64;;
537605;257291;mobile;ended;9;;
537637;380239;connect;ended;-186;;
537652;313689;mobile;ended;;;
537698;409235;mobile;ended;129;;
538234;344254;connect;ended;-75;;
538247;344859;mobile;ended;114;;
538340;409543;mobile;ended;-20;;
538644;379918;mobile;ended;-81;;
538754;371387;mobile;ended;138;;
538834;394038;mobile;ended;7;;
538915;402739;mobile;ended;170;;
538957;393298;mobile;ended;121;;
562904;410150;mobile;canceled;;;
562926;277564;mobile;canceled;;;
562978;347612;mobile;ended;-4;;
563007;410784;mobile;ended;-30;;
563033;365926;connect;ended;85;;
563147;293910;mobile;ended;12;;
563150;353138;mobile;ended;60;;
563164;355842;connect;ended;-137;;
563179;394137;mobile;ended;-38;;
563193;368639;mobile;ended;54;;
563241;406656;mobile;canceled;;;
563308;231373;mobile;ended;153;;
563312;347873;connect;ended;-44;555622;570
563318;381663;mobile;ended;192;;
563432;408715;connect;ended;9;;
563614;408725;mobile;canceled;;;
563644;192643;mobile;ended;;563362;180
563810;347474;mobile;ended;-133;;
563830;361262;mobile;ended;-274;564208;270
563873;355805;mobile;canceled;;;
563953;382302;connect;ended;-595;;
564165;373038;mobile;ended;;;
564240;385627;connect;ended;-161;;
564330;392087;mobile;ended;14;;
564335;360872;mobile;ended;12;;
564360;412464;mobile;canceled;;;
564401;411921;mobile;ended;;;
564480;415326;mobile;ended;;562579;600
564482;309731;mobile;ended;133;;
564502;315420;connect;ended;107;;
564668;278641;mobile;ended;-79;;
564710;400184;mobile;ended;;;
564806;404762;mobile;ended;279;;
564970;408747;mobile;ended;;;
565036;389521;mobile;ended;;;
565102;160342;mobile;canceled;;;
565162;342699;connect;ended;52;564294;270
565175;341105;mobile;ended;-157;;
565243;328263;mobile;ended;10;;
565261;298757;connect;ended;-58;;
565309;311943;mobile;canceled;;;
565450;409363;mobile;ended;-33;;
565507;385224;mobile;ended;;;
565541;166872;mobile;ended;148;;
565638;364670;mobile;ended;24;;
565648;406388;mobile;ended;-179;;
565709;410396;mobile;ended;-15;;
565787;412039;mobile;ended;-1;;
566054;390729;mobile;ended;17;556355;90
566075;375621;connect;ended;118;;
566137;340699;mobile;ended;3;;
566149;222030;mobile;ended;2984;;
566311;385423;mobile;ended;24;;
566337;270453;mobile;canceled;;;
566342;383443;connect;ended;-598;564616;480
566493;375834;mobile;ended;-32;;
566531;392591;mobile;canceled;;;
566561;342699;connect;ended;-13;564845;0
566606;415533;mobile;ended;-1;566705;660
566693;289560;mobile;ended;-12;;
566748;366473;mobile;ended;-8;;
566799;384468;mobile;ended;1034;;
566820;378239;mobile;ended;7;;
566856;167767;mobile;ended;-314;;
566871;381012;mobile;canceled;;;
566925;407346;mobile;ended;60;;
567125;341431;mobile;ended;177;;
567234;407304;mobile;ended;2;;
567295;415000;mobile;ended;50;;
567519;310250;mobile;ended;398;;
567523;377004;mobile;ended;-64;;
567529;391882;connect;ended;46;;
567539;227254;mobile;canceled;;;
567680;377695;mobile;canceled;;;
567796;377663;mobile;ended;;;
567936;411807;mobile;ended;196;;
568125;412862;mobile;ended;264;;
568128;330705;mobile;canceled;;;
568243;349281;mobile;canceled;;;
568267;351546;connect;ended;-19;;
568562;308906;mobile;ended;5;;
563214;351467;mobile;ended;49;;
563288;368506;mobile;ended;72;;
563296;328119;mobile;ended;;;
563446;371674;mobile;ended;29;;
563600;218930;mobile;ended;;;
563618;405004;mobile;canceled;;;
563918;245480;mobile;canceled;;;
564036;387941;mobile;ended;-129;;
564079;277354;mobile;canceled;;;
564189;362433;connect;canceled;;;
564311;298429;connect;canceled;;;
564337;408144;mobile;ended;139;;
564529;230201;connect;ended;24;;
564541;402209;mobile;ended;102;;
564550;371214;connect;ended;-8;;
564572;404393;mobile;canceled;;;
564596;392169;mobile;ended;;;
564634;340699;mobile;canceled;;;
564941;414219;mobile;ended;-36;;
564943;212557;mobile;ended;;;
564993;291355;mobile;ended;-1575;;
565070;391370;connect;canceled;;;
565356;349894;connect;ended;31;;
565363;301512;mobile;ended;-8;;
565380;355247;mobile;ended;61;;
565396;229302;mobile;ended;113;;
565422;415434;mobile;ended;;;
561993;414639;mobile;ended;39;;
562142;326069;mobile;canceled;;;
562318;242923;mobile;ended;90;;
562460;356106;connect;ended;18;;
562504;370719;mobile;ended;-40;;
562514;272430;connect;ended;-25;562848;0
562568;310490;mobile;canceled;;;
562586;270706;mobile;canceled;;;
562748;203279;mobile;ended;161;;
562773;378181;mobile;ended;-42;;
562871;220982;connect;ended;;;
562896;376677;connect;canceled;;563347;600
562951;389785;connect;ended;7;;
563047;368840;mobile;ended;20;;
563099;403558;mobile;ended;;;
563103;403920;mobile;ended;;;
563251;383720;connect;ended;-33;554559;720
563305;406554;connect;canceled;;561185;150
563372;289112;connect;ended;58;;
563502;340699;mobile;ended;193;;
563658;405179;connect;ended;20;;
563685;338335;mobile;canceled;;;
563691;394286;mobile;canceled;;;
563692;405950;mobile;ended;-197;;
563741;380505;mobile;ended;17;;
563805;352039;connect;ended;94;;
563920;412104;mobile;ended;92;;
563982;348625;mobile;ended;38;;
564047;275810;mobile;ended;2;;
564167;343149;mobile;ended;-41;;
564182;414421;mobile;ended;38;;
564231;342362;connect;ended;-198;;
564314;212099;mobile;ended;69;;
564493;387318;mobile;ended;2;;
564494;407865;mobile;ended;25;;
564559;410255;connect;ended;-260;;
564578;415631;mobile;canceled;;;
564595;411078;mobile;ended;18;;
564686;319605;mobile;ended;16;;
564707;393824;mobile;ended;-357;;
564711;342710;connect;ended;41;;
564729;297579;mobile;ended;767;;
564777;353760;mobile;canceled;;;
565037;379077;mobile;ended;;;
565060;164713;mobile;ended;-600;;
565280;398586;connect;ended;-137;;
565331;374360;connect;canceled;;;
565374;236980;mobile;ended;64;;
565390;358711;mobile;ended;72;;
565564;409235;mobile;ended;-288;;
565586;270665;mobile;ended;4;;
565647;413324;mobile;ended;;;
565660;403054;mobile;ended;2;;
565768;376491;connect;ended;-26;;
565797;189889;mobile;ended;40;;
565836;303774;mobile;ended;-159;;
565858;413828;mobile;ended;;;
565908;342859;mobile;ended;-89;;
565962;402012;mobile;ended;-132;;
566005;316042;mobile;ended;354;;
566225;415015;mobile;ended;;;
566260;287128;mobile;ended;244;;
566361;362971;mobile;ended;1324;;
566587;264513;mobile;ended;39;;
566842;195467;mobile;ended;;;
566900;414780;mobile;ended;;;
566975;275932;mobile;ended;82;;
566993;415937;mobile;ended;;;
567045;204152;mobile;ended;7;;
567313;285241;connect;ended;-768;;
567378;379092;mobile;ended;10;;
567380;397667;mobile;ended;;;
567444;349259;mobile;canceled;;;
567472;223850;mobile;canceled;;561253;210
567496;407694;mobile;ended;108;;
567590;340369;connect;ended;-78;;
567626;415813;mobile;ended;167;;
567667;305816;connect;ended;1;;
567697;409211;mobile;ended;39;;
567698;373661;mobile;ended;351;;
567702;330679;mobile;ended;;549583;0
567834;372878;mobile;ended;63;;
567875;334835;mobile;ended;43;;
568014;413333;mobile;ended;94;561744;720
568046;273133;mobile;ended;87;;
506336;280534;mobile;ended;-22;;
506395;392813;mobile;ended;-20;;
507666;383962;mobile;ended;-28;;
508682;401775;mobile;ended;17;;
508736;399872;mobile;ended;31;;
509448;226355;connect;ended;-288;;
512649;336754;mobile;ended;2794;;
512767;403275;mobile;ended;133;;
513305;175289;connect;ended;69;;
515816;357860;connect;ended;-299;;
515843;334355;mobile;ended;-3;;
516041;276924;mobile;ended;-61;;
517356;258042;mobile;canceled;;;
519066;331903;mobile;ended;51;509729;210
519165;269173;mobile;ended;-78;;
519217;384479;mobile;ended;69;;
520498;195467;mobile;ended;-2676;543363;660
521026;402654;mobile;ended;;;
521437;368917;connect;canceled;;;
521499;373484;mobile;ended;-75;;
521563;386722;mobile;ended;1560;;
522130;401649;connect;ended;7;;
522217;180224;mobile;ended;-823;;
522573;364652;connect;canceled;;;
522819;226192;mobile;ended;61;;
545527;312166;mobile;ended;14;;
545592;330601;mobile;ended;-141;;
545595;349354;mobile;ended;95;;
545635;247956;mobile;ended;12;;
545645;347208;connect;ended;-147;;
545732;374684;mobile;ended;-226;542561;720
545812;375086;mobile;ended;-47;;
545825;188819;mobile;ended;-20;;
545851;354467;mobile;canceled;;;
545972;337091;mobile;ended;5;;
546183;317572;connect;ended;-2767;;
546201;307439;mobile;ended;625;545098;720
546266;392805;mobile;ended;38;;
546290;342699;connect;ended;-36;;
546296;389018;mobile;ended;18;;
546460;322445;mobile;ended;10;;
546517;299670;connect;ended;-36;;
546553;407676;mobile;ended;;;
546656;405353;mobile;ended;;;
546705;371354;connect;canceled;;;
546733;368404;mobile;ended;6;;
546870;377700;mobile;ended;36;552710;90
546958;405005;connect;canceled;;546959;570
547082;409654;mobile;canceled;;;
547214;408983;mobile;ended;832;;
547251;256840;mobile;ended;121;;
547264;403644;mobile;ended;148;;
547598;403054;mobile;ended;99;;
547783;194343;connect;ended;-61;545064;30
547786;370312;mobile;ended;107;;
547788;224133;mobile;ended;-4;;
547797;397838;mobile;ended;14;542249;90
547801;296038;mobile;ended;;;
547939;406475;mobile;ended;7;;
547960;409791;mobile;canceled;;;
548001;399507;mobile;ended;-67;;
548136;410954;mobile;ended;24;;
548220;373685;connect;ended;-2;;
548232;349678;connect;ended;-100;547238;180
548233;407334;mobile;canceled;;;
548268;351146;mobile;ended;-63;;
548305;409509;mobile;ended;1412;;
548324;385274;mobile;canceled;;;
548333;352393;connect;ended;;;
548347;407798;mobile;canceled;;;
548379;355550;mobile;canceled;;;
548427;382714;mobile;ended;31;;
548554;198687;mobile;ended;931;;
548580;352409;mobile;ended;41;;
548669;390280;mobile;ended;;;
548865;370907;mobile;ended;25;;
548927;389121;mobile;ended;-99;;
548938;344576;mobile;canceled;;;
549122;383594;mobile;ended;-31;;
549220;411105;mobile;ended;67;;
549264;356551;connect;ended;-18;;
549275;373314;mobile;ended;15;;
549337;241032;mobile;ended;-15;;
549383;346519;mobile;ended;-803;;
549421;410554;mobile;ended;58;;
549514;380583;mobile;ended;;;
549555;338243;connect;ended;-154;;
549696;367531;mobile;ended;25;;
549700;346450;mobile;canceled;;;
549714;346208;connect;ended;-126;553005;240
549747;349628;mobile;ended;0;;
549957;410189;mobile;canceled;;;
549969;392070;mobile;ended;-12;;
549971;346897;mobile;ended;8;;
550088;377004;mobile;ended;142;;
550191;303517;mobile;ended;193;;
550193;368756;mobile;ended;148;;
550343;396435;connect;ended;44;;
550547;384193;connect;ended;-62;;
550616;368432;mobile;ended;-65;527378;0
550709;325302;mobile;ended;;;
550794;391772;mobile;canceled;;;
550820;412213;mobile;ended;30;;
550904;400362;mobile;ended;-8;;
550995;321885;mobile;ended;452;;
551006;392528;mobile;ended;70;;
551047;337091;mobile;ended;19;;
551075;409516;mobile;ended;-14;;
551079;363786;mobile;ended;-69;;
551143;390467;connect;canceled;;548851;60
551189;412539;mobile;ended;74;;
551284;336935;connect;ended;32;;
551327;376626;mobile;ended;-207;538892;660
551405;292626;mobile;ended;-76;;
551419;374646;mobile;canceled;;;
551421;412623;mobile;ended;-27;;
551435;369483;mobile;canceled;;;
551457;163949;mobile;ended;3;;
551540;408910;mobile;ended;79;536101;720
551656;365423;mobile;ended;7;;
551699;194120;mobile;ended;-23;;
551728;409197;mobile;ended;-56;;
555102;409992;mobile;ended;6;;
555111;403250;connect;ended;20;;
555255;411670;mobile;ended;864;;
555315;373927;mobile;ended;-31;;
555380;413463;mobile;canceled;;;
555399;312931;mobile;ended;202;;
555451;390702;connect;ended;175;560568;120
555594;241021;connect;canceled;;;
555603;384383;mobile;ended;-7;;
555637;300505;connect;ended;-1;545888;60
555730;407033;mobile;ended;68;;
555838;410594;mobile;ended;110;;
555890;380813;mobile;ended;-145;;
546148;359157;mobile;ended;208;;
546199;407632;mobile;ended;-66;;
546215;394545;mobile;ended;19;;
546571;381455;mobile;canceled;;;
546709;369382;mobile;ended;-53;;
546737;404602;mobile;ended;240;;
546740;319225;connect;ended;16;;
546790;409908;mobile;ended;;;
546876;407883;mobile;ended;;;
546879;410467;mobile;ended;;;
546901;313772;connect;ended;-71;;
546917;195977;connect;ended;-313;;
546962;291752;mobile;canceled;;;
547121;340419;mobile;ended;-81;;
547164;364890;mobile;ended;597;;
547224;397027;mobile;ended;-55;;
547353;400088;mobile;ended;66;;
547456;385085;mobile;ended;30;;
547495;403153;mobile;ended;393;;
547505;392812;mobile;ended;681;;
547576;384594;mobile;ended;52;;
547852;376738;mobile;ended;21;;
547900;409731;mobile;ended;-189;;
547934;388231;mobile;ended;7;;
547954;403049;mobile;ended;41;;
548036;401911;mobile;ended;37;;
548113;340304;mobile;ended;13;;
548144;288865;mobile;ended;;;
548151;406700;mobile;ended;62;;
548221;409612;mobile;ended;25;;
548224;402235;mobile;ended;61;;
548369;371387;mobile;ended;-24;;
548397;397217;connect;ended;1;;
548523;348400;mobile;ended;-181;;
548551;187611;mobile;ended;-55;;
548596;334118;mobile;canceled;;;
548685;397670;mobile;canceled;;;
548828;407414;mobile;ended;-26;;
549021;190291;connect;ended;70;;
549058;399002;mobile;ended;-38;;
549083;409854;mobile;ended;-29;;
549090;392718;mobile;ended;-48;;
549234;392878;mobile;ended;-317;;
549269;375307;mobile;ended;39;535903;720
549279;380785;mobile;ended;-66;;
549318;349481;mobile;ended;90;;
549387;338940;mobile;ended;;548303;60
549479;355788;mobile;ended;60;;
549540;362446;mobile;ended;254;;
549594;207728;mobile;ended;33;;
549657;350811;mobile;ended;1600;;
549693;379955;mobile;ended;133;;
549766;383625;connect;ended;-12;;
549825;403265;connect;ended;-18;;
549866;275994;mobile;ended;;;
550057;408725;mobile;ended;;;
550063;346303;mobile;ended;-72;;
550102;366371;connect;ended;-37;;
550122;394869;mobile;ended;648;;
550154;317237;mobile;ended;409;;
550196;286234;mobile;ended;37;;
550226;375946;mobile;ended;2;;
550261;408392;mobile;ended;-148;;
550302;411454;mobile;ended;;546923;480
550338;388771;mobile;ended;87;;
550345;387970;mobile;ended;-138;;
550367;390318;mobile;ended;-269;;
550450;389348;mobile;ended;-787;;
550469;342710;connect;ended;55;;
550562;408445;mobile;ended;-93;;
550575;402078;mobile;ended;-139;543717;0
550703;379984;mobile;ended;-36;;
550731;393471;mobile;canceled;;;
550764;199562;mobile;ended;3;;
550772;410189;mobile;ended;17;;
550783;380239;connect;ended;-36;;
550807;317683;mobile;canceled;;;
550865;366179;mobile;ended;94;;
550877;397965;mobile;ended;-572;;
550980;325291;mobile;ended;1;;
550989;356424;mobile;ended;-333;;
551000;387982;mobile;ended;-900;;
551030;342699;connect;canceled;;;
551081;341630;mobile;ended;731;549811;690
551336;352528;connect;canceled;;;
551556;409908;mobile;ended;;;
551620;373436;mobile;ended;6;;
551628;389419;mobile;ended;1;;
551705;369440;mobile;ended;102;;
551764;364882;connect;ended;6;;
551774;371354;connect;ended;25;;
551790;257291;mobile;ended;-1195;;
551839;248542;mobile;ended;60;;
551895;411860;mobile;ended;31;;
551897;381481;mobile;ended;15;;
551954;411892;mobile;ended;28;;
558453;284054;mobile;ended;-184;;
558496;348293;connect;ended;-12;;
558501;371214;connect;ended;99;;
558544;311943;mobile;ended;-6;;
558618;384123;mobile;canceled;;;
558620;371387;mobile;ended;10;;
558629;391620;mobile;ended;-5;;
558632;391517;mobile;ended;6;;
558679;280936;mobile;ended;75;;
558707;380240;connect;ended;52;;
558825;292987;mobile;ended;140;;
558839;376469;mobile;ended;34;;
558881;355625;mobile;ended;119;;
558894;199863;mobile;ended;245;;
560221;364652;connect;canceled;;551511;60
560291;304414;mobile;canceled;;;
560378;396831;mobile;ended;1;;
560431;284713;connect;ended;-45;567229;600
560440;337198;mobile;ended;130;;
560525;360902;mobile;ended;38;;
560556;396484;mobile;canceled;;;
560560;373507;connect;canceled;;;
560640;410939;connect;canceled;;548152;60
560650;317683;mobile;ended;46;;
560656;291581;mobile;ended;330;;
560743;280805;connect;ended;8;;
560792;392564;mobile;canceled;;;
560796;407419;connect;ended;26;545608;0
560803;413846;mobile;canceled;;;
560848;380455;mobile;ended;;;
561109;355003;mobile;ended;97;;
561192;328135;connect;ended;-46;;
547993;269941;mobile;ended;-19;;
548010;375406;mobile;ended;229;;
548172;361156;mobile;ended;-29;522848;300
548263;379892;mobile;ended;3;;
548351;412024;mobile;ended;1294;;
548391;312078;connect;canceled;;;
548407;319035;mobile;ended;;;
548439;405347;mobile;ended;-86;;
548441;299063;connect;ended;-102;;
548559;352039;connect;ended;19;;
548586;398676;mobile;ended;16;;
548590;397070;mobile;ended;98;;
548695;411597;mobile;ended;47;;
548783;371217;connect;ended;-156;;
548928;236059;mobile;ended;425;;
548990;369938;connect;canceled;;;
549020;312727;mobile;ended;-77;;
549028;411611;mobile;canceled;;;
549107;350873;connect;ended;-4;547903;0
549149;248889;connect;ended;-29;;
549221;395972;mobile;ended;685;;
549253;411797;mobile;canceled;;;
549289;391618;connect;ended;-814;;
549293;356326;mobile;ended;995;;
549437;381787;connect;ended;-6;;
549500;381814;mobile;ended;168;;
549536;409865;mobile;ended;4;;
549625;311745;mobile;ended;17;;
549662;375621;connect;ended;-170;;
549716;349678;connect;canceled;;;
549743;395471;mobile;ended;;;
549772;411958;mobile;ended;;;
549789;409572;mobile;canceled;;;
549800;305155;connect;ended;-42;;
549998;405741;mobile;ended;;;
550098;349751;mobile;ended;;;
550127;404719;mobile;canceled;;;
550175;260794;mobile;ended;142;;
550318;311437;mobile;canceled;;;
550357;228254;connect;canceled;;;
550393;405622;mobile;canceled;;;
550534;226317;mobile;ended;;544324;0
550553;407432;connect;ended;27;;
550558;355533;mobile;ended;;;
550576;231676;mobile;ended;50;;
550670;284586;mobile;ended;;;
550710;320970;mobile;ended;22;;
550718;336314;mobile;ended;62;;
550749;293785;mobile;canceled;;;
550791;254689;connect;ended;59;;
551314;320670;mobile;canceled;;;
551338;411002;mobile;ended;51;;
551398;219274;mobile;ended;183;;
551518;268787;mobile;ended;-13;;
551590;388231;mobile;ended;196;;
551688;358480;mobile;ended;541;;
552076;410226;mobile;ended;-79;;
552191;384299;mobile;canceled;;;
552315;187183;mobile;ended;62;;
552382;286751;connect;ended;-38;;
552535;290843;mobile;ended;173;;
552694;378754;connect;ended;-189;;
552772;310458;mobile;ended;63;;
552898;289383;mobile;ended;64;;
552899;213574;mobile;ended;287;;
552927;407817;mobile;ended;-56;;
561250;245154;connect;canceled;;;
561309;351319;mobile;ended;-577;;
561405;248889;connect;ended;7;;
561472;371157;mobile;ended;;;
561530;299063;connect;ended;-5;;
561683;374921;mobile;ended;187;;
561749;304775;connect;canceled;;558858;510
561956;381754;mobile;ended;-151;;
562005;313242;mobile;ended;1491;;
562008;218964;mobile;ended;378;;
562046;291932;connect;ended;-40;;
562087;405490;mobile;canceled;;;
562146;415190;mobile;canceled;;;
562219;363789;mobile;ended;-82;;
562317;345080;connect;ended;-9;563786;210
562457;415190;mobile;canceled;;;
562515;396009;connect;ended;-412;;
562687;411892;mobile;ended;-49;;
562690;409197;mobile;ended;-37;;
562760;348462;mobile;ended;;562721;0
562772;376153;connect;canceled;;;
562779;358915;mobile;ended;-110;;
562930;404602;mobile;ended;183;;
563015;326618;connect;ended;-105;;
563064;339951;mobile;canceled;;;
559029;411754;connect;ended;-70;;
559101;346392;mobile;ended;-44;;
559206;345041;mobile;ended;446;;
559276;403270;mobile;ended;;559235;480
559416;400689;mobile;ended;7;;
559471;408506;mobile;ended;-52;;
559508;403249;connect;ended;-83;;
559530;375128;connect;canceled;;;
559607;293992;mobile;ended;88;;
559748;363387;mobile;canceled;;;
560194;402911;mobile;ended;-23;;
560217;364160;mobile;ended;18;;
560220;229540;mobile;ended;205;;
560228;258809;mobile;ended;35;;
560369;410939;connect;canceled;;548152;0
560375;335276;connect;ended;140;;
560428;380959;mobile;ended;1039;;
560466;404731;mobile;ended;1250;556577;0
560504;375621;connect;ended;152;;
560543;409615;mobile;canceled;;;
560546;372115;mobile;ended;-28;;
560563;339138;connect;canceled;;;
560733;380497;mobile;ended;-7;;
560754;412378;mobile;ended;146;560199;240
560837;348237;mobile;ended;66;;
560845;413820;mobile;ended;2;;
560874;301301;connect;ended;-496;;
560927;319578;mobile;ended;3;;
561078;379686;mobile;ended;16;;
561208;351549;connect;ended;-70;;
561516;403863;mobile;ended;-1005;;
561590;270867;connect;ended;22;554496;510
561788;320367;mobile;ended;;;
561867;386259;connect;canceled;;;
561897;222072;mobile;ended;2;;
561991;414454;mobile;ended;-1;;
562122;402505;mobile;ended;23;;
562178;162184;mobile;ended;8;;
562205;410218;mobile;ended;-124;;
562332;350059;mobile;ended;-57;;
562498;351258;mobile;ended;-20;544878;630
562502;410091;mobile;ended;;;
562511;353781;mobile;ended;-64;;
562544;267672;mobile;ended;-14;;
562567;357530;connect;ended;56;;
562592;364523;mobile;ended;33;;
562623;315752;mobile;ended;64;;
562629;410471;mobile;ended;16;;
562676;407819;mobile;ended;;;
562820;411882;mobile;ended;-35;;
562833;360551;connect;ended;-10;560777;330
562835;291982;mobile;ended;-3;;
552020;224133;mobile;ended;157;;
552045;386054;mobile;ended;25;;
552053;358225;mobile;ended;11;;
552072;398805;mobile;ended;51;;
552089;360299;connect;canceled;;;
552175;362062;mobile;ended;56;;
552224;393799;mobile;ended;290;531793;120
552289;382124;mobile;ended;22;;
552437;388403;mobile;ended;;;
552449;371632;connect;ended;-86;;
552646;375126;connect;canceled;;;
552689;332376;mobile;ended;-29;;
552690;392882;mobile;canceled;;;
552753;399575;connect;ended;-43;;
552758;384688;connect;ended;-132;;
552809;386599;mobile;ended;570;;
553066;300505;connect;ended;77;552707;90
553100;412093;mobile;ended;67;557175;120
553173;401166;mobile;ended;-20;;
553185;356630;mobile;ended;-71;;
553208;382389;mobile;ended;117;;
553254;413128;mobile;ended;14;;
553306;386786;mobile;ended;18;;
553407;407389;mobile;ended;341;549457;660
553671;411820;mobile;ended;;;
553728;412288;mobile;ended;76;;
553764;397091;mobile;ended;-13;;
553796;272419;mobile;ended;-749;;
553807;355549;mobile;canceled;;;
553895;257721;mobile;ended;-24;;
553993;403882;mobile;ended;-96;;
554123;337311;mobile;ended;14;;
554415;401666;mobile;ended;299;;
554438;394692;mobile;ended;-60;;
554556;321725;mobile;canceled;;;
554571;399507;mobile;ended;-283;;
554605;265239;connect;ended;-431;551587;90
554769;410521;mobile;ended;405;;
554814;368776;mobile;ended;-15;;
554895;365793;mobile;ended;5;;
554968;246368;connect;ended;-74;;
554969;389068;mobile;ended;15;;
555014;398697;mobile;ended;-12;;
555051;364652;connect;canceled;;;
555117;336426;mobile;ended;24;;
555146;371752;mobile;ended;259;;
555169;364907;mobile;ended;;;
555203;188162;mobile;ended;58;;
555231;264870;mobile;ended;150;;
555234;316817;mobile;canceled;;;
555237;383485;mobile;ended;-14;;
555328;370997;connect;canceled;;;
555349;335341;mobile;ended;52;;
555387;381437;mobile;ended;80;;
555510;313048;mobile;ended;26;;
555528;363658;mobile;ended;-218;;
555546;351146;mobile;ended;2;;
539006;383255;mobile;ended;94;;
539050;371602;mobile;ended;-9;;
539060;383540;mobile;ended;8;;
539089;384097;mobile;ended;22;;
539270;401088;mobile;canceled;;;
539289;361502;mobile;ended;84;;
539354;253912;mobile;ended;23;;
539392;294399;mobile;canceled;;;
539394;401468;mobile;ended;50;;
539684;383443;connect;ended;-166;;
539715;355342;mobile;ended;-56;;
539834;397907;mobile;ended;150;;
540063;408117;mobile;ended;9787;540574;90
540116;226427;mobile;ended;33;;
540124;380859;mobile;ended;26;539717;150
540196;245513;mobile;ended;27;;
540312;223640;mobile;ended;;541480;60
540317;378111;connect;canceled;;;
540343;282543;mobile;canceled;;;
540354;356695;mobile;ended;60;;
540368;392813;mobile;ended;102;;
540422;316744;connect;canceled;;;
540439;336935;connect;ended;106;;
540459;403180;mobile;ended;-69;;
540465;406897;mobile;ended;103;;
540563;386211;mobile;ended;170;;
540627;407417;mobile;ended;-5;;
540732;395572;mobile;ended;-133;;
540875;372027;mobile;ended;-12;;
540928;199502;mobile;ended;24;;
540960;389445;mobile;ended;57;;
540969;332555;mobile;ended;-16;;
541018;326551;connect;ended;-285;;
541033;401114;mobile;ended;11;;
541059;407070;mobile;ended;3;;
541129;336113;mobile;ended;185;;
541160;380833;mobile;ended;-22;556918;60
541177;404336;mobile;ended;-214;;
553220;315059;mobile;ended;4;;
553286;275007;mobile;ended;13;;
553289;305664;mobile;canceled;;;
553422;409750;mobile;ended;10;;
553521;327575;mobile;ended;53;;
553582;385642;mobile;ended;9;;
553628;332901;mobile;ended;116;;
553676;257153;mobile;canceled;;;
553687;284713;connect;ended;-62;;
553713;400357;mobile;ended;5;;
553748;248034;mobile;ended;101;;
553797;281955;mobile;ended;-9;;
553831;378732;mobile;ended;74;;
553964;381012;mobile;ended;-707;547734;720
554084;366310;mobile;ended;16;;
554189;408445;mobile;ended;882;;
554216;409983;mobile;ended;-90;;
554227;410354;mobile;canceled;;;
554263;333464;mobile;ended;149;;
554338;337311;mobile;ended;6;;
554437;332605;mobile;ended;-14;;
554459;389467;mobile;ended;-96;;
554527;406027;connect;ended;19;;
554531;353384;mobile;ended;-66;;
554608;305525;connect;ended;-13;552965;270
554650;398960;mobile;ended;2;;
554668;346897;mobile;canceled;;;
554685;403049;mobile;canceled;;;
554782;359367;mobile;ended;-24;;
554824;385999;mobile;ended;42;;
554966;356106;connect;canceled;;;
555091;364907;connect;ended;35;;
555145;407820;mobile;ended;873;;
555310;337217;mobile;ended;-49;;
555350;408561;mobile;ended;108;;
555402;407128;mobile;ended;5;;
555462;313952;mobile;canceled;;;
555508;410698;mobile;ended;;;
555529;410954;mobile;ended;1476;;
555578;312110;mobile;ended;-9;;
555646;407465;connect;ended;-6;553623;30
555698;313369;mobile;ended;-131;;
555704;413050;mobile;ended;;;
555842;258737;mobile;ended;33;;
555870;352039;connect;canceled;;;
555943;376126;mobile;ended;53;;
555945;270867;connect;canceled;;;
